expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,ium
20094560,RITONAVIR 100 MG TABLETAS,SALUSPHARMA LABS S.A.S,INVIMA 2021M-0016676-R1,12/11/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20094560,4,120,CAJA CON 12 BLISTERSIN DATOPVC/ PVDC BLANCO / ALUMINIO POR 10 TABLETAS C/U,Activo,10/24/2015,04/01/2021,No,U,J05AE03,RITONAVIR,ORAL,A,RITONAVIR,mg,100,TABLETA,TABLETA RECUBIERTA,NUTRI MACK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,17,8,CILINDRO EN ACERO INOXIDABLE X 8 METROS CUBICOS,Activo,01/30/2007,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU CARTAGENA),FABRICANTE,FABRICAR Y VENDER,
20054666,SUVIAR® 10 MG TABLETAS,GRUPO UNIPHARM S.A. Y/O LABORATORIOS UNI S.A.,INVIMA 2013M-0014249,05/16/2013 12:00:00 AM,06/19/2018 12:00:00 AM,En tramite renov,20054666,4,30,CAJA PLEGADIZA POR 30 TABLETAS EN FOIL BLISTER-PAPEL ALU-ALU POLYAMIDE,Activo,01/11/2013,,No,U,R03DC03,MONTELUKAST,ORAL,A,MONTELUKAST SODICO EQUIVALENTE A MONTELUKAST,mg,10,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19948772,DICLOVERT 500 MG CÁPSULAS,INVERSIONES COMERFAR LTDA.,INVIMA 2021M-0004665-R2,08/10/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19948772,7,16,CAJA PLEGADIZA POR 16 CAPSULAS EN PVC/PE/PVDC + FOIL ALUMINIO,Activo,12/21/2018,,No,U,J01CF01,DICLOXACILINA,ORAL,A,DICLOXACILINA SÓDICA EQUIVALENTE A DICLOXACILINA BASE,mg,500,CÁPSULA,CAPSULA DURA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19961383,OXACILINA 1 G,COLMED LTDA,INVIMA 2021M-0005027-R2,11/16/2005 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19961383,1,10,CAJA POR 10 FRASCOS DE VIDRIO TIPO I TRANSPARENTE CON TAPON DE BROMOBUTILO DE COLOR GRIS Y AGRAFE DE ALUMINIO,Activo,11/10/2006,10/01/2021,No,U,J01CF04,OXACILINA,INTRAVENOSA,A,OXACILINA SODICA BUFERIZADA EQUIVALENTE A OXACILINA BASE,g,1,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,VITROFARMA S.A. (PLANTA 1),FABRICANTE,FABRICAR Y VENDER,
20072659,ZITROSHER500 MG TABLETAS,DISTRIBUCIONES FARMACEUTICAS HERSON S.A.S.,INVIMA 2020M-0015953-R1,06/19/2015 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,20072659,2,3,MUESTRA MÉDICA: CAJA DE CARTÓN CON 3 TABLETAS EN BLISTER DE PVC / ALUMINIO.,Activo,02/17/2015,,Si,U,J01FA10,AZITROMICINA,ORAL,A,AZITROMICINA,mg,500,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015296,RITARIN®,COLMED LTDA,INVIMA 2021M-0011266-R2,08/27/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20015296,3,30,CAJA POR 30 CAPSULAS EN BLISTER ALUMINIO/PVDC. POR 10 CAPSULAS CADA BLISTER.,Activo,03/18/2010,,No,U,R05XX99,PREPARACIONES DE OTRAS COMBINACIONES PARA EL RESFRIADO COMÚN,ORAL,A,CETIRIZINA DICLORHIDRATO,mg,5,CAPSULA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,19,30,MUESTRA MEDICA CAJA POR 30 TABLETAS RECUBIERTAS EN BLISTER ALUMINIO/ALUMINIO.,Activo,09/21/2012,,Si,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO,mg,5,TABLETA RECUBIERTA,TABLETA RECUBIERTA,DAIICHI SANKYO BRASIL FARMACÉUTICA LTDA,FABRICANTE,IMPORTAR Y VENDER,2A1025191001120
20077634,CLOXIDIN®,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2020M-0015720-R1,02/20/2015 12:00:00 AM,03/10/2020 12:00:00 AM,En tramite renov,20077634,1,1,CAJA CON UN FRASCO PEAD COLOR NATURAL X 40.8 G DE POLVO PARA RECONSTITUIR A 80 ML DE SUSPENSIÓN ORAL. TAPA PP BLANCA.,Activo,02/14/2015,,No,U,J01CF01,DICLOXACILINA,ORAL,E,DICLOXACILINA SÓDICA MONOHIDRATO 5.5 G EQUIVALENTES A DICLOXACILINA,g,5,51 G DE POLVO PARA RECONSTITUIR A 100 ML SUSPENSIÓN ORAL,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,4,5,MUESTRA MEDICA: CAJA POR 5SIN DATOTABLETAS RECUBIERTAS EN BLISTER ALU/ALU,Activo,11/10/2010,,Si,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMIL,mg,20,TABLETA RECUBIERTA,TABLETA RECUBIERTA,DAIICHI SANKYO BRASIL FARMACÉUTICA LTDA,FABRICANTE,IMPORTAR Y VENDER,2A1025191001121
20090035,VIBATRIN® 100 MG / 5 ML,LABORATORIOS BEST S.A.,INVIMA 2021M-0016907-R1,03/09/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20090035,2,1,MUESTRA MÉDICA : CAJA PLEGADIZA CON FRASCO PET ÁMBAR CON TAPA BLANCA DE SEGURIDAD EN PPSIN DATOCON 20 G DE POLVO PARA RECONSTITUIR A 60 ML DE SUSPENSIÓN ORALSIN DATOCON COPA DOSIFICADORA.,Activo,06/02/2015,,No,U,P01AX11,NITAZOXANIDA,ORAL,E,NITAZOXANIDA MICRONIZADA,g,2,CADA 33.33 G DE POLVO PARA RECONSTITUIR A 100 ML CONTIENE,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,17,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 2.5M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXISALUD S.A.S.,FABRICANTE,FABRICAR Y VENDER,
27076,MICROGYNON 30,ADIUM SAS,INVIMA 2021M-000145-R5,01/01/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,27076,1,21,CAJA CON UN BLISTER PVC TRANSPARENTE/ ALUMINIO POR 21 GRAGEAS,Activo,11/10/2006,,No,U,G03FA11,LEVONORGESTREL Y ESTROGENO,ORAL,A,ETINILESTRADIOL,mg,0.03,GRAGEA.,TABLETA CUBIERTA (GRAGEA),LABORATORIOS LEON FARMA S.A.,FABRICANTE,IMPORTAR Y VENDER,
20079010,ALDRIFRESS TABLETAS MASTICABLES.,ALDRISTON FARMACEUTICA DE COLOMBIA LTDA,INVIMA 2021M-0016520-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20079010,2,24,CAJA X 24 TABLETAS MASTICABLES EN 4 BLISTER ALUMINIO IMPRESO /PVDC TRANSPARENTE X 6 TABLETAS MASTICABLES CADA UNO.,Activo,03/18/2015,04/01/2021,No,U,R02AD01,BENZOCAINA,ORAL,A,BENZOCAINA,mg,10,TABLETA MASTICABLE,TABLETA MASTICABLE,QUIMICA PATRIC LIMITADA,FABRICANTE,FABRICAR Y VENDER,
19904844,DOLOFEN SLEEP,PROCAPS S.A.,INVIMA 2021M-13901-R3,11/22/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19904844,23,20,CAJA POR 20 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO,Activo,06/23/2010,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,DIFENHIDRAMINA CLORHIDRATO,mg,25,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20066246,GATIPHARM®,OPHARM LTDA.,INVIMA 2020M-0015406-R1,11/11/2014 12:00:00 AM,12/05/2019 12:00:00 AM,En tramite renov,20066246,1,1,CAJA PLEGADIZA DE CARTULINA X UN FRASCO GOTERO EN POLIETILENO DE BAJA DENSIDAD PEBD DE COLOR BLANCO. SUBTAPA GOTERO EN PEBD COLOR NATURAL Y TAPA EN POLIPROPILENO DE COLOR BLANCO X 5ML.,Activo,03/20/2014,,No,U,S01AX21,GATIFLOXACINA,TOPICA (EXTERNA),C,GATIFLOXACINA SESQUIHIDRATO EQUIVALENTE A GATIFLOXACINA ANHIDRA,g,0.003,ML (20 GOTAS) DE SOLUCION OFTÁLMICA,SOLUCION OFTALMICA,OPHARM LTDA.,FABRICANTE,FABRICAR Y VENDER,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,10,28,CAJA POR 28 TABLETAS RECUBIERTAS EN BLISTER ALUMINIO/ALUMINIO.,Activo,09/21/2012,,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMIL,mg,20,TABLETA RECUBIERTA,TABLETA RECUBIERTA,DAIICHI SANKYO BRASIL FARMACÉUTICA LTDA,FABRICANTE,IMPORTAR Y VENDER,2A1025191001106
27076,MICROGYNON 30,ADIUM SAS,INVIMA 2021M-000145-R5,01/01/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,27076,1,21,CAJA CON UN BLISTER PVC TRANSPARENTE/ ALUMINIO POR 21 GRAGEAS,Activo,11/10/2006,,No,U,G03FA11,LEVONORGESTREL Y ESTROGENO,ORAL,A,LEVONORGESTREL,mg,0.15,GRAGEA.,TABLETA CUBIERTA (GRAGEA),BAYER S.A.,IMPORTADOR,IMPORTAR Y VENDER,
19968351,NOXPIRIN® ULTRA JARABE,LABORATORIOS SIEGFRIED S.A.S.,INVIMA 2006M-0006401,09/20/2006 12:00:00 AM,10/05/2016 12:00:00 AM,En tramite renov,19968351,2,1,FRASCO PET AMBAR X 60 ML DE JARABE CONSIN DATOTAPA PILFER Y EMPACADO EN CAJA POR UNA UNIDAD,Activo,01/23/2007,09/08/2020,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,B,CETIRIZINA DICLORHIDRATO (EQUIVALENTE A 0.0333 G. DE CETIRIZINA),g,0.0395,100 ML DE JARABE,JARABE,BIOCHEM FARMACEUTICA DE COLOMBIAS.A.,FABRICANTE,FABRICAR Y VENDER,
19953705,GASTRIDE® TABLETAS,LABORATORIOS LEGRAND S.A.,INVIMA 2021M-0004666-R2,08/10/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19953705,11,10,CAJA POR 10 TABLETAS EN BLISTER PVC/PVDC TRANSPARENTE / ALUMINIO. USO INSTITUCIONAL.,Inactivo,02/09/2016,,No,U,A03FA99,MOSAPRIDA,ORAL,A,MOSAPRIDA CITRATO DIHIDRATO EQUIVALENTE A MOSAPRIDA BASE 5 MG,mg,5,TABLETA,TABLETA,LABORATORIOS LEGRAND S.A.,FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,18,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 3.0M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXIGENOS DEL LLANO S.A.S.,FABRICANTE,FABRICAR Y VENDER,1O1060121000101
48012,HIDROXICINA-HCL 25 MG TABLETAS RECUBIERTAS,ANGLOPHARMA S.A.,INVIMA 2021M-000874-R3,05/14/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,48012,3,30,CAJA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVC / ALUMINIO POR 10 TABLETAS,Activo,11/10/2006,04/01/2021,No,U,N05BB01,HIDROXIZINA,ORAL,A,HIDROXICINA CLORHIDRATO,mg,25,TABLETARECUBIERTA,TABLETA RECUBIERTA,ANGLOPHARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
20011733,ERITROMICINA TABLETAS 500 MG,ANGLOPHARMA S.A.,INVIMA 2020M-0010436-R1,02/04/2010 12:00:00 AM,02/16/2020 12:00:00 AM,En tramite renov,20011733,2,50,CAJA DE CARTULINA POR 50 TABLETAS 5 BLISTER (PVC - ALUMINIO) POR 10 TABLETAS C/U,Activo,11/10/2009,,No,U,J01FA01,ERITROMICINA,ORAL,A,ERITROMICINA ESTEARATO 60%(EQUIVALENTE A ERITROMICINA BASE),mg,500,TABLETA,TABLETA,GONHER FARMACEUTICA LTDA,FABRICANTE,FABRICAR Y VENDER,
20072221,FLEXIMAX® NAP TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2019M-0015541-R1,12/12/2014 12:00:00 AM,01/01/3000 12:00:00 AM,En tramite renov,20072221,3,14,CAJA X 14 TABLETAS RECUBIERTAS. EN BLÍSTER ALUMINIO/ALUMINIO X 7 TABLETAS RECUBIERTAS CADA UNO.,Activo,11/21/2014,,No,U,M03BX51,COMBINACIONES TIOCOLCHICOSIDO,ORAL,A,TIOCOLCHICÓSIDO,mg,4,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,13,6,CILINDRO EN ACERO INOXIDABLE X 6 METROS CUBICOS,Activo,01/30/2007,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU CARTAGENA),FABRICANTE,FABRICAR Y VENDER,
19950499,SEPTANEST CON ADRENALINA 1/200.000,SEPTODONT O SEPTODONT SAS O SPECIALITES SEPTODONT,INVIMA 2021M-0004432-R2,05/12/2005 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19950499,1,1,CARTUCHO,Inactivo,11/10/2006,04/07/2016,No,U,N01BB58,ARTICAINA COMBINACIONES,INFILTRATIVA - LOCAL,A,CLORHIDRATO DE ARTICAINA,mg,72,CARTUCHO DE 1.8ML,SOLUCION INYECTABLE,IMPORTACIONES DENTAL UNIVERSITARIO S.A,IMPORTADOR,IMPORTAR Y VENDER,
20094226,HENOCLOX® SOLUCIÓNINYECTABLE,GENECA PHARMA S.A.S,INVIMA 2021M-0016836-R1,02/15/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20094226,4,4,CAJA DE CARTÓN POR 4 AMPOLLAS DE VIDRIOSIN DATOTIPO ISIN DATOTRANSPARENTE X 1.5 ML DE SOLUCIÓN ESTÉRIL INYECTABLE CADA UNA.,Activo,10/22/2015,,No,U,M01AC06,MELOXICAM,INTRAMUSCULAR,A,MELOXICAM,mg,15,AMPOLLACON 1.5MLDE SOLUCIÓNINYECTABLE,SOLUCION INYECTABLE,VIDRIO TÉCNICO DE COLOMBIA S.A. VITECO S.A.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,36,6.4,CILINDRO EN ACERO INOXIDABLE X 6.4 METROS CUBICOS,Activo,09/02/2013,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,OXIGENOS DE COLOMBIA LTDA.,FABRICANTE,FABRICAR Y VENDER,
19904844,DOLOFEN SLEEP,PROCAPS S.A.,INVIMA 2021M-13901-R3,11/22/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19904844,23,20,CAJA POR 20 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO,Activo,06/23/2010,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,500,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20006721,BENKLAMID 500 MG,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2020M-0010278-R1,12/17/2009 12:00:00 AM,12/24/2019 12:00:00 AM,En tramite renov,20006721,1,10,CAJA POR 10 CAPSULAS EN BLISTER PVC TRANSPARENTE/ALUMINIO,Activo,07/15/2009,,No,U,J01FF02,LINCOMICINA,ORAL,A,LINCOMICINA CLORHIDRATO MONOHIDRATO EQUIVALENTE A LINCOMICINA,mg,500,CAPSULA,CAPSULA DURA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
55669,LANSOPEP® CAPSULAS,PROCAPS S.A.,INVIMA 2021M-000336-R3,05/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,55669,10,2,CAJA X 2 CÁPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 2 CÁPSULAS.,Activo,09/14/2011,04/01/2021,No,U,A02BC03,LANSOPRAZOL,ORAL,A,LANSOPRAZOL,mg,30,CADA CAPSULA,CAPSULA DURA,PROCAPS S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,57,200,TANQUE EN ACERO INOXIDABLE X 200 LITROS.,Activo,07/09/2015,,No,l,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU CARTAGENA),FABRICANTE,FABRICAR Y VENDER,
19947190,KOBIL 80 MG/ML GOTAS,PROCAPS S.A.,INVIMA 2020FE-0003700-R2,08/17/2004 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,19947190,2,1,FRASCO DE VIDRIO ÁMBAR TIPO I POR 25 ML CON TAPA MAS GOTERO DE POLIPROPILENO DE COLOR BLANCO CON LINNER TUBULAR.,Activo,11/10/2006,,No,U,N06DX02,GINKGO BILOBA,ORAL,C,GINKGO BILOBA EXTRACTO AL 24 % EQUIVALENTE A 19.2 MG DE GINKGO FLAVONOIDES,mg,80,ML,SOLUCION ORAL,PROCAPS S.A.,FABRICANTE,FABRICAR Y EXPORTAR,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,9,21,CAJA POR 21 TABLETAS RECUBIERTAS EN BLISTER ALUMINIO/ALUMINIO.,Activo,09/21/2012,,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMIL,mg,20,TABLETA RECUBIERTA,TABLETA RECUBIERTA,DAIICHI SANKYO BRASIL FARMACÉUTICA LTDA,FABRICANTE,IMPORTAR Y VENDER,2A1025191001105
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,14,6.5,CILINDRO EN ACERO INOXIDABLE X 6.5 METROS CUBICOS,Activo,01/30/2007,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU CARTAGENA),FABRICANTE,FABRICAR Y VENDER,
19961383,OXACILINA 1 G,COLMED LTDA,INVIMA 2021M-0005027-R2,11/16/2005 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19961383,5,50,CAJA POR 50 FRASCOS DE VIDRIO TIPO I TRANSPARENTE CON TAPON DE BROMOBUTILO DE COLOR GRIS Y AGRAFE DE ALUMINIO,Activo,02/01/2016,10/01/2021,No,U,J01CF04,OXACILINA,INTRAMUSCULAR,A,OXACILINA SODICA BUFERIZADA EQUIVALENTE A OXACILINA BASE,g,1,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,VITROFARMA S.A. (PLANTA 1),FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,42,80,PLEGADIZA POR OCHENTA (80) TABLETAS QUE CONTIENE DIEZ (10) BLÍSTER EN PVC-ALUMINIO POR OCHO (8) TABLETAS.,Activo,05/27/2024,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINAANHIDRA,mg,65,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19968351,NOXPIRIN® ULTRA JARABE,LABORATORIOS SIEGFRIED S.A.S.,INVIMA 2006M-0006401,09/20/2006 12:00:00 AM,10/05/2016 12:00:00 AM,En tramite renov,19968351,3,1,FRASCO PET AMBAR X 120 ML DE JARABE CONSIN DATOTAPA PILFER Y EMPACADO EN CAJA POR UNA UNIDAD,Activo,01/23/2007,09/08/2020,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,B,FENILEFRINA CLORHIDRATO,g,0.1333,100 ML DE JARABE,JARABE,BIOCHEM FARMACEUTICA DE COLOMBIAS.A.,FABRICANTE,FABRICAR Y VENDER,
20047996,IPCA PANTODEX DR - 40,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,INVIMA 2020M-0015437 R1,11/21/2014 12:00:00 AM,12/16/2019 12:00:00 AM,En tramite renov,20047996,2,10,CAJA POR 10 TABLETAS ENSIN DATOBLISTER ALU-ALU POR 5 TABLETAS,Activo,10/02/2014,,No,U,A02BC02,PANTOPRAZOL,ORAL,A,PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP,mg,40,CADA TABLETA DE LIBERACION RETARDADA,TABLETA DE LIBERACION RETARDADA,IPCA LABORATORIES LIMITED,FABRICANTE,IMPORTAR Y VENDER,
20047996,IPCA PANTODEX DR - 40,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,INVIMA 2020M-0015437 R1,11/21/2014 12:00:00 AM,12/16/2019 12:00:00 AM,En tramite renov,20047996,4,20,CAJA POR 20 TABLETAS EN BLISTER ALU-ALU POR 10 TABLETAS,Activo,10/02/2014,,No,U,A02BC02,PANTOPRAZOL,ORAL,A,PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP,mg,40,CADA TABLETA DE LIBERACION RETARDADA,TABLETA DE LIBERACION RETARDADA,IPCA LABORATORIES LIMITED,FABRICANTE,IMPORTAR Y VENDER,
19949514,TRIFAMOX IBL DUO® SUSPENSIÓN,LABORATORIOS BAGO DE COLOMBIA S.A.S.,INVIMA 2021M-0004127-R2,02/03/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19949514,7,1,CAJA CON FRASCO EN PEAD PARA RECONSTITUIR A 120 ML DE SUSPENSION + JERINGA DOSIFICADORA,Inactivo,11/10/2006,09/24/2015,No,U,J01CR02,AMOXICILINA Y BETA-LACTAMASA INHIBIDOR,ORAL,E,SULBACTAM PIVOXIL,g,5,50 G DE POLVO PARA RECONSTITUIR A 100ML DE SUSPENSIÓN ORAL,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,SYNTOFARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
19964399,SULFAGIL® 1% CREMA,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S-LABINCO S.A.S,INVIMA 2017M-0006141-R1,07/27/2006 12:00:00 AM,01/01/3000 12:00:00 AM,En tramite renov,19964399,3,100,CAJA CON TUBO COLAPSIBLE (70%PEBD-30%PEAD) COLOR BLANCO POR 100 G DE CREMA. CON TAPA DE POLIPROPILENO BLANCA.,Activo,01/25/2007,,No,g,D06BA01,SULFADIAZINA DE PLATA,TOPICA (EXTERNA),D,SULFADIAZINA DE PLATA,g,1,100 G DE CREMA,CREMA TOPICA,LABORATORIOS LEGRAND S.A.,FABRICANTE,FABRICAR Y VENDER,
20097863,SULFAMUL®,BIOQUIMICO PHARMAS.A.,INVIMA 2021M-0016828-R1,02/10/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20097863,1,30,POTE DE POLIESTIRENO POR 30G,Activo,10/01/2015,,No,g,D06BA01,SULFADIAZINA DE PLATA,TOPICA (EXTERNA),D,SULFADIAZINA DE PLATA,g,1,100 G DE CREMA,CREMA TOPICA,LABORATORIO BIOQUIMICO PHARMAS.A,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,61,100000,TANQUE ESTACIONARIO X 450-1000000 LITROS.,Activo,07/09/2015,,No,l,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,OXIGENOS DE COLOMBIA LTDA.,FABRICANTE,FABRICAR Y VENDER,
19951405,CORTIDEXAN® 6 MG TABLETAS,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2021M-0004738-R2,08/24/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19951405,4,250,CAJA POR 250 TABLETAS EN BLISTER PVC BLANCO / ALUMINIO POR 10 TABLETAS CADASIN DATOUNO.,Activo,11/10/2006,04/01/2021,No,U,H02AB13,DEFLAZACORT,ORAL,A,DEFLAZACORT,mg,6,TABLETA,TABLETA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
